source_line,unix_time,monotonic,group_sequence_le,fragment_le,att_value_hex
843,1789484859.5948107,46760.4267373,257,2,01010200374e80d5fd9d6995000001013e4ac1b5
844,1789484859.6133194,46760.4452462,258,0,02010000aa642c06141bfc4a24a9ab4b14f09250
845,1789484859.6140335,46760.4459601,258,1,02010100d1573f03611af95d7118e7ad36f4a238
846,1789484859.6147861,46760.4467129,258,2,020102005aedc4b1277a415e0000020136f4a238
847,1789484859.633361,46760.465288,259,0,0301000026740401f3c4142dd6dc3d454c305473
848,1789484859.6341486,46760.4660755,259,1,030101006687f714c7aa34429c96f54ed9e58763
849,1789484859.6348312,46760.4667578,259,2,030102008ea7ae89033d49c000000301d9e58763
850,1789484859.6533213,46760.4852481,260,0,040100002b6ce2f4b48c4c7e06ab41aa29931cec
851,1789484859.6540892,46760.4860159,260,1,040101002110050427cc9416a71d061db48eaf10
852,1789484859.6548145,46760.4867412,260,2,040102008c2c78cf7bcbe9fb00000401b48eaf10
853,1789484859.6733367,46760.5052637,261,0,05010000da6ce2042e80980f060098ae9ff4b2d3
854,1789484859.674082,46760.5060087,261,1,050101008cb532783b02a57aded28428a9f7e5a2
855,1789484859.6748276,46760.5067542,261,2,050102003bf3620c272a794200000501a9f7e5a2
856,1789484859.6934388,46760.5253655,262,0,060100008f5a5f90330e49251aac671065d900b0
857,1789484859.6940553,46760.5259823,262,1,06010100d0751300c36d89cb76de19e3dcac5270
858,1789484859.6948206,46760.5267475,262,2,06010200ad33909f4ee0499800000601dcac5270
859,1789484859.7133706,46760.5452974,263,0,0701000026747d04b63dbbbb988f5d5fb5ae8b58
860,1789484859.7140462,46760.545973,263,1,0701010080123d5f044ec7e926d50280d4d2655e
861,1789484859.7148132,46760.54674,263,2,07010200ac405f9b023bb14f00000701d4d2655e
862,1789484859.733358,46760.5652845,264,0,08010000d66b32ce94536312bab017047d0aac9b
863,1789484859.734069,46760.5659957,264,1,080101001f3476997b6576275ec36c06763e14a1
864,1789484859.7349148,46760.5668416,264,2,08010200c6bb7f3d3a36e9cb00000801763e14a1
865,1789484859.753363,46760.5852897,265,0,09010000966333ce9e2f5f064d27253f2781f22a
866,1789484859.754035,46760.5859617,265,1,0901010091b40deaf148fa231f088f20d7f4fd18
867,1789484859.754819,46760.5867457,265,2,09010200b2d05c0c2036e99500000901d7f4fd18
868,1789484859.7733295,46760.6052562,266,0,0a010000da6c2ece54cde1515a8a860ef86e6419
869,1789484859.7740538,46760.6059806,266,1,0a010100d22a25d456341c412d502226956d9a41
870,1789484859.7748103,46760.6067372,266,2,0a01020054bcc98e3afa759600000a01956d9a41
871,1789484859.7933354,46760.6252623,267,0,0b0100008e6bf7110760439b96ae56d21a3a8250
872,1789484859.7940469,46760.6259737,267,1,0b010100f507128334a2ee0ef71c178a96e1fd58
873,1789484859.794802,46760.6267287,267,2,0b0102000c744652b5fc398600000b0196e1fd58
874,1789484859.8133411,46760.645268,268,0,0c0100003a6cc004b8e55de527c5710913263506
875,1789484859.8140743,46760.6460012,268,1,0c0101003500687449e9134f687b8cbddce5e04f
876,1789484859.8148115,46760.6467382,268,2,0c010200bd68d9a47a60e9b400000c01dce5e04f
877,1789484859.8333392,46760.6652659,269,0,0d010000ba6c3d061b9e1862ccbdd72e1d55c10b
878,1789484859.8340845,46760.6660113,269,1,0d0101000ea631d4f7fd29804867f9aaccb15d42
879,1789484859.834826,46760.6667528,269,2,0d010200e766ca207f0a182300000d01ccb15d42
880,1789484859.8533564,46760.6852831,270,0,0e010000c76c226298df14c44d54e6d8db020383
881,1789484859.8540702,46760.6859971,270,1,0e010100b6c23f1010586787316eec408edb2902
882,1789484859.854814,46760.6867408,270,2,0e010200028a8425109de97b00000e018edb2902
883,1789484859.8733413,46760.7052682,271,0,0f010000766be216f35dd15c6a81cf39518d2698
884,1789484859.8740609,46760.7059876,271,1,0f0101001f360436ad17fa5d7de8fbb64ddb1115
885,1789484859.8747969,46760.7067237,271,2,0f01020013f59a6a45cfe9fb00000f014ddb1115
886,1789484859.8933477,46760.7252747,272,0,10010000b663011695fbcfb72e0ed1f5cb93e005
887,1789484859.8940685,46760.7259951,272,1,10010100b6ae133faa61b40e992d606cf702be73
888,1789484859.8948228,46760.7267496,272,2,10010200f191b5f27480e9d500001001f702be73
889,1789484859.9133363,46760.7452632,273,0,110100006e69bad57c88633150f6d61595e46087
890,1789484859.9140515,46760.7459785,273,1,11010100c736667d5d481aa9b9c1f413af797827
891,1789484859.914823,46760.74675,273,2,11010200dee61f1c333c5b5e00001101af797827
892,1789484859.9333901,46760.7653168,274,0,12010000c76936a49a89247208e41178b8a4e9ab
893,1789484859.9340713,46760.7659981,274,1,12010100c6eba31f0f9abbb72af32fbbd2e13711
894,1789484859.9348252,46760.7667521,274,2,12010200176df32a9691e90400001201d2e13711
895,1789484859.9533322,46760.7852591,275,0,1301000016b471ca6f611a40687fb7acc4de76d9
896,1789484859.9540997,46760.7860265,275,1,130101001ee1648c63eeb04bd6ec42e1f46cbcac
897,1789484859.9548395,46760.7867664,275,2,13010200bef8c656db47e97b03001301f46cbcac
898,1789484859.9733255,46760.8052522,276,0,140100003acaf578605d864e091047ecfcf487ec
899,1789484859.9740407,46760.8059676,276,1,140101009ab6a3b3189b565a5484062a3e15767e
900,1789484859.9748516,46760.8067785,276,2,140102005d8c430abf95c9b4060014013e15767e
901,1789484859.9933283,46760.825255,277,0,15010000c6c1f715af285974336e1b36e9fb3419
902,1789484859.9940333,46760.8259602,277,1,15010100710617984ffdca048937e905b03d2a9c
903,1789484859.9948206,46760.8267473,277,2,15010200bde684de67f8e9fb07001501b03d2a9c
904,1789484860.0133424,46760.8452693,278,0,1601000018be0538219c6fcd00555fed0b9ec7a1
905,1789484860.0140574,46760.8459844,278,1,160101000ce1b43cdeefe4eff4469bc122d13fba
906,1789484860.0148263,46760.846753,278,2,160102004e9faec7da4b09490400160122d13fba
907,1789484860.0333345,46760.8652613,279,0,170100000ab98871f7a48548f020daa00de6592c
908,1789484860.0340588,46760.8659855,279,1,1701010022242cdaa4a07e27842f304682fd2394
909,1789484860.0348437,46760.8667705,279,2,170102002622866d2d1ee9230300170182fd2394
910,1789484860.053355,46760.8852817,280,0,18010000f5b93a649b340e2f6f4225d46e4d8bbf
911,1789484860.0540693,46760.8859961,280,1,180101004b60346d428ac4f9d61554c84891ef5e
912,1789484860.0548296,46760.8867563,280,2,18010200e8ff1b829b3e5101030018014891ef5e
913,1789484860.0733511,46760.9052779,281,0,19010000f6b4b4a61ed888e3bcbb02057c94e038
914,1789484860.0740418,46760.9059687,281,1,19010100ddc68262ad263f70b79808ff7370c093
915,1789484860.0748227,46760.9067494,281,2,1901020047b0ce53fa01e995020019017370c093
916,1789484860.093345,46760.9252718,282,0,1a010000f7bdbb611711fb8f343067c89aaf425d
917,1789484860.0940516,46760.9259783,282,1,1a0101007dc751e11005bac73c74a1578acd6e1e
918,1789484860.0948262,46760.926753,282,2,1a010200011c1b703036e9a502001a018acd6e1e
919,1789484860.113723,46760.9456499,283,0,1b010000f7bffe6590640049975475896f966a0a
920,1789484860.1149182,46760.9468449,283,1,1b010100bfb27d20f20a5528772bcae84398679d
921,1789484860.1151574,46760.9470842,283,2,1b0102000822ac064379e9f602001b014398679d
922,1789484860.1333802,46760.9653068,284,0,1c010000a6a47f61ce0aef51a32a16631ddd1242
923,1789484860.1340742,46760.9660008,284,1,1c0101007f9e9361cf64cc7c201c5372adcc2425
924,1789484860.1348553,46760.9667818,284,2,1c010200649697ff0d3be9fb01001c01adcc2425
925,1789484860.1533484,46760.9852752,285,0,1d010000a69d04615fa97e147e0c6407a91624ce
926,1789484860.154072,46760.9859989,285,1,1d01010054540a5cffbff210b86d53fd3ab3bdaa
927,1789484860.1548228,46760.9867498,285,2,1d010200e9d05e0bc093e9fb01001d013ab3bdaa
928,1789484860.1733654,46761.005292,286,0,1e01000002b20b1d4304107cb6d3934f884faa5f
929,1789484860.174059,46761.0059857,286,1,1e01010044c271e28b494c8fa7c7bb08c305b5c6
930,1789484860.174826,46761.0067527,286,2,1e010200399e37ac8c0729a204001e01c305b5c6
931,1789484860.1933692,46761.0252957,287,0,1f010000d7c2b41e108227cc7f5c2a303374f568
932,1789484860.1940444,46761.0259712,287,1,1f01010030d02418e40a07675a917b7f45501af2
933,1789484860.1948278,46761.0267546,287,2,1f010200246f5519fe9d496205001f0145501af2
934,1789484860.2133846,46761.0453113,288,0,2001000077bed5bdc09e6719cfb2cbd90028b428
935,1789484860.2140582,46761.0459851,288,1,20010100be679a759277241e364c741cd650df2b
936,1789484860.2148438,46761.0467705,288,2,200102009b21afaa4291e94c07002001d650df2b
937,1789484860.233411,46761.0653379,289,0,21010000f6be12431b02a41e5f345c6d96f375ac
938,1789484860.2340887,46761.0660156,289,1,2101010005b2b34a461e3aa4218e080f11a3e305
939,1789484860.2416716,46761.0735984,289,2,21010200306d2cb1de9469f40700210111a3e305
940,1789484860.2533906,46761.0853174,290,0,22010000fab0d715684527671102ae574c0d8352
941,1789484860.2540839,46761.0860107,290,1,2201010092378fd55be11ec707787f1c0e65e602
942,1789484860.2548282,46761.0867552,290,2,22010200378f05ed447de99e060022010e65e602
943,1789484860.2734153,46761.1053422,291,0,2301000057bec4b44fce8fdc1e3255fdaaa73274
944,1789484860.274067,46761.1059938,291,1,230101001cc6540892b9b5a4e1246f4adc204764
945,1789484860.2748163,46761.1067431,291,2,23010200f4f50e04fdcfb9b105002301dc204764
946,1789484860.2933733,46761.1253002,292,0,240100007bbe2e46d3445869c3a2a409e9fbd59c
947,1789484860.2940502,46761.1259769,292,1,24010100fbc9ca71d82e5e418e1956a6cb9f5b60
948,1789484860.294845,46761.126772,292,2,240102000454e83e087be9fb05002401cb9f5b60
949,1789484860.3133876,46761.1453144,293,0,25010000ccb9bb269fc5168c87243c0beebd1cc1
950,1789484860.323375,46761.1553019,293,1,25010100eeef67c070936e7d06f28dbd42bf727c
951,1789484860.324142,46761.156069,293,2,2501020005a9d6059b0e29dc0400250142bf727c
952,1789484860.3334098,46761.1653365,294,0,26010000e4bb2c3122e1c4d20382d7d7b680592c
953,1789484860.3340664,46761.1659933,294,1,2601010098c697e416a116863600019a5e440106
954,1789484860.3348374,46761.1667643,294,2,2601020049e8cdad2d11e95b030026015e440106
955,1789484860.3533835,46761.1853101,295,0,270100000eaa40a886039ef470f3009adbc7e329
956,1789484860.3540776,46761.1860044,295,1,27010100458db64cd9c6a9743114a144d7027b04
957,1789484860.3548493,46761.186776,295,2,2701020038a808592e5431a101002701d7027b04
958,1789484860.3734026,46761.2053293,296,0,2801000018a4091d9aa4f87e5350734ef7984f85
959,1789484860.3741045,46761.2060312,296,1,28010100472744ce56b6b4c44f3b77283a1e8312
960,1789484860.3748567,46761.2067835,296,2,28010200f096c095230be9bb000028013a1e8312
961,1789484860.3933837,46761.2253105,297,0,2901000014a413184e2faca001543517c9293a58
962,1789484860.3940659,46761.2259928,297,1,2901010054e2f043338a619bd110dce92e41ae7a
963,1789484860.3948274,46761.2267539,297,2,29010200597d0da9fb23e97f000029012e41ae7a
964,1789484860.4133878,46761.2453145,298,0,2a010000ea9ca4e1b4fd043a1870fa38632c15cb
965,1789484860.4141006,46761.2460275,298,1,2a010100ee5e47cb5715532c494daa8977a4c1a7
966,1789484860.4148557,46761.2467826,298,2,2a010200d3744766b1a389d400002a0177a4c1a7
967,1789484860.4334164,46761.2653433,299,0,2b010000a894546600641790b335e64db90a9b22
968,1789484860.4340937,46761.2660206,299,1,2b0101002c0d0227b39c124c88d720b8280523a7
969,1789484860.434836,46761.2667627,299,2,2b01020077ddbe12599de9fb00002b01280523a7
970,1789484860.453401,46761.2853278,300,0,2c010000498c3d7626f457d977865cc8b074dcd2
971,1789484860.4540613,46761.2859881,300,1,2c010100348c8f7b6a6c57cc4f52199a3412f4ce
972,1789484860.4548316,46761.2867585,300,2,2c01020013543f110f28741500002c013412f4ce
973,1789484860.4733696,46761.3052964,301,0,2d0100008584721cf08a7e2c99a3f2ce9cc2018f
974,1789484860.4740665,46761.3059932,301,1,2d0101001fcc34ac54335a6be4d707f611f676c5
975,1789484860.4748309,46761.3067576,301,2,2d010200e4680bb75fa1e9c600002d0111f676c5
976,1789484860.4943068,46761.3262334,302,0,2e01000023831d155ccc2e900a999e7f59f55916
977,1789484860.4958444,46761.3277713,302,1,2e0101001d141fd235998fa5f4601772233ca307
978,1789484860.4969106,46761.3288374,302,2,2e01020017618a31d9c70df100002e01233ca307
979,1789484860.513369,46761.3452958,303,0,2f0100000c949896de8b5bbcde508a1e1239ae55
980,1789484860.514042,46761.3459687,303,1,2f01010040528383b76e061401cac87f16ba24f9
981,1789484860.5148416,46761.3467685,303,2,2f01020059d660a4149dd92e01002f0116ba24f9
982,1789484860.5333993,46761.3653261,304,0,30010000d4b404f64b26f567ff05829468282713
983,1789484860.5341263,46761.3660532,304,1,300101005e30dcfcb4a1a3e17452da6a4b6c74cd
984,1789484860.5348558,46761.3667827,304,2,30010200d0940344bd95291e040030014b6c74cd
985,1789484860.5534093,46761.3853362,305,0,3101000074b685b8459dbe5833d7102c5b91aea7
986,1789484860.554072,46761.3859985,305,1,3101010082ecaa0c440946e827a40351666d1b55
987,1789484860.5548358,46761.3867625,305,2,310102007774aa3cd94be9fb04003101666d1b55
988,1789484860.5733778,46761.4053047,306,0,3201000074b60efcd34a2fe013114f1049144652
989,1789484860.5740736,46761.4060004,306,1,320101001996c617dab15272da0a298ce84ca8a1
990,1789484860.574918,46761.406845,306,2,320102008628b669e5cce9fb05003201e84ca8a1
991,1789484860.5933683,46761.4252951,307,0,3301000098b101248cd0618355d2bb6e2d11a5cf
992,1789484860.5940654,46761.4259923,307,1,33010100d7f07d0254a9ad578ed07bf1de259faf
993,1789484860.5948467,46761.4267734,307,2,33010200b18e9c6b582ff11703003301de259faf
994,1789484860.613406,46761.4453327,308,0,34010000f6b19862d205bddcb30452c22122e675
995,1789484860.61411,46761.4460366,308,1,3401010069e69d6728898c2e34bfda7d2d46691b
996,1789484860.6148818,46761.4468086,308,2,34010200bdc5f15bda85a9fe020034012d46691b
997,1789484860.6334255,46761.4653524,309,0,3501000019b4cd17981bc77199165ecfa7111d2e
998,1789484860.6340766,46761.4660036,309,1,350101005ba13dc7e1d61707d98074c45ce466af
999,1789484860.6348891,46761.4668161,309,2,35010200dc1722e5ecc719d7010035015ce466af
1000,1789484860.6533933,46761.48532,310,0,3601000064ad5d3dcce598c08d958233b503d31d
1001,1789484860.6540694,46761.4859963,310,1,36010100a6d151fb7765ed8405056cb1420d1104
1002,1789484860.6548667,46761.4867935,310,2,36010200e0ca1d16e4c6490c01003601420d1104
1003,1789484860.6733844,46761.5053113,311,0,3701000070a4b4422537d614eba547fe11aa9c1f
1004,1789484860.6740727,46761.5059996,311,1,370101009ea873bc5c0a0760d056cbe11e26f507
1005,1789484860.6749754,46761.5069023,311,2,37010200ff3e0f8b764531fe010037011e26f507
1006,1789484860.6934068,46761.5253335,312,0,38010000b09d844225b4dc103f62b06706991db2
1007,1789484860.703399,46761.5353256,312,1,3801010005feead626d0f61d2698f9d50f3809e4
1008,1789484860.7041445,46761.5360712,312,2,3801020012548937ea452939000038010f3809e4
1009,1789484860.7133934,46761.5453203,313,0,390100002495df3d88da9b2e6ef5cdf37d2e0a41
1010,1789484860.7140744,46761.5460011,313,1,390101003468dded925f2ead904618354d382fce
1011,1789484860.7148685,46761.5467952,313,2,39010200a0467f2a4585e923000039014d382fce
1012,1789484860.733413,46761.5653397,314,0,3a0100005c8dbebda49f8f371164b1d8124d9006
1013,1789484860.7340946,46761.5660214,314,1,3a0101008a76de26f7eabea29add0c0a3c028add
1014,1789484860.734897,46761.5668238,314,2,3a010200581f7906c547e97b00003a013c028add
1015,1789484860.753389,46761.5853156,315,0,3b010000d08d5176dd3cf406cd50295a14974fa5
1016,1789484860.754081,46761.5860077,315,1,3b010100074eb6665b2f1b43dfa0e748c2fa83f0
1017,1789484860.754873,46761.5867998,315,2,3b010200edd7ee05d30be9eb00003b01c2fa83f0
1018,1789484860.7734182,46761.6053451,316,0,3c0100002fad9116a450341fbcc6c8a4fcbb1528
1019,1789484860.77407,46761.6059969,316,1,3c01010087c16aa4360631891f4137501d633f22
1020,1789484860.774981,46761.6069078,316,2,3c010200f3e67194fa47e9fb02003c011d633f22
1021,1789484860.793395,46761.6253217,317,0,3d010000febc02adb4fef2d97fc50e14232f0e55
1022,1789484860.794078,46761.6260049,317,1,3d01010004a917e734a61888d6aefb406744da42
1023,1789484860.7948604,46761.6267871,317,2,3d0102001f55b2d47424e91b03003d016744da42
1024,1789484860.8133848,46761.6453114,318,0,3e010000eec43faad386aac4c51fb4acfca6b023
1025,1789484860.814056,46761.6459828,318,1,3e010100cd5e02d5050ec3148284c3ea543bbf10
1026,1789484860.814902,46761.6468288,318,2,3e0102005f96950d138b812f03003e01543bbf10
1027,1789484860.8334217,46761.6653484,319,0,3f010000e5b14578d78397521a9d984a13a03107
1028,1789484860.834103,46761.6660299,319,1,3f0101005ae716e6506044f4c695a65025d61fcd
1029,1789484860.8349025,46761.6668294,319,2,3f010200f53dbd5ed30bf54803003f0125d61fcd
1030,1789484860.8534799,46761.6854067,320,0,400100000bb942602335d6e2a5d4d05da84e4eac
1031,1789484860.8540936,46761.6860203,320,1,400101003a780f1af63c229d1f1769f3af8c1128
1032,1789484860.854872,46761.6867988,320,2,400102009c7d3a576ea4294a03004001af8c1128
1033,1789484860.8733869,46761.7053136,321,0,41010000e4b2b736420b014cea7c12e512b21e75
1034,1789484860.8740764,46761.7060032,321,1,410101000cce9698a78da207c3e5b6e6f3f51534
1035,1789484860.8749628,46761.7068895,321,2,410102003226b2d0e244890702004101f3f51534
1036,1789484860.8933907,46761.7253173,322,0,420100005eb5ba6596497be9a6002d077adc9b9b
1037,1789484860.8941028,46761.7260295,322,1,42010100bd8112019b8b778816bc82125eb8863a
1038,1789484860.894874,46761.7268009,322,2,4201020014c455d2cf772905010042015eb8863a
1039,1789484860.913392,46761.7453188,323,0,4301000008a37f64b73817a51bcd0e26f38a5764
1040,1789484860.9141243,46761.7460512,323,1,43010100d5e73f64c817eea005a55ec6c50096d4
1041,1789484860.9148831,46761.7468098,323,2,43010200ca3d3cdf153669b501004301c50096d4
1042,1789484860.9334047,46761.7653314,324,0,44010000aea5027ea1925d08ce90a511b8064bf4
1043,1789484860.9341106,46761.7660376,324,1,44010100a7a51dc083ad524c56f96f6f28142c7e
1044,1789484860.9349086,46761.7668353,324,2,440102004b540494c183a93c0100440128142c7e
1045,1789484860.9533901,46761.785317,325,0,45010000aeb5013d1f8b79954a073d10286eb69b
1046,1789484860.9540627,46761.7859895,325,1,45010100a091bfa1af2163cdaf1c37a9dbb0af80
1047,1789484860.9548662,46761.7867929,325,2,450102008e549e08fd85699d02004501dbb0af80
1048,1789484860.9733932,46761.8053199,326,0,4601000012bb144d920e345952733141ac0affc2
1049,1789484860.9740999,46761.8060268,326,1,46010100fc30f2087ebfbe36589de62a28f5dbd0
1050,1789484860.9749808,46761.8069077,326,2,4601020051ffd2adecb4e9c30200460128f5dbd0
1051,1789484860.9934065,46761.8253332,327,0,470100009abc137607a6cdcd2978477c95863652
1052,1789484860.994065,46761.8259919,327,1,47010100426274c7d53c8fc52e9f96edfbc7430d
1053,1789484860.9948735,46761.8268005,327,2,4701020058c81b5ab2e4e9fb02004701fbc7430d
1054,1789484861.0133855,46761.8453123,328,0,4801000099bc65760c48660e30be04c57b72a812
1055,1789484861.0140932,46761.8460198,328,1,48010100eaf0ab5039771d84674d3fc9b42a3c30
1056,1789484861.0148842,46761.8468111,328,2,48010200dc4057b0f4cee99d02004801b42a3c30
1057,1789484861.0334702,46761.865397,329,0,490100007ac5bb3d8eb0d14d1362a6b0f85a4001
1058,1789484861.0341034,46761.8660302,329,1,49010100c224a164af355d046a29d0d05a0a4ab0
1059,1789484861.0348852,46761.8668118,329,2,49010200f1bc1645233ba9ef020049015a0a4ab0
1060,1789484861.0534155,46761.8853422,330,0,4a0100009abc41152448a635eee0ff91bea787fd
1061,1789484861.054115,46761.8860419,330,1,4a01010093c575e6fdd57e678061165c6698f2a7
1062,1789484861.0548685,46761.8867954,330,2,4a0102001be20298e281e91b02004a016698f2a7
1063,1789484861.0733843,46761.9053111,331,0,4b01000018c5b43dd614bfc1d96b3749567880e8
1064,1789484861.0740957,46761.9060224,331,1,4b010100c2cc2f3c044b4063aff47820349d7fb9
1065,1789484861.0749831,46761.90691,331,2,4b01020025713c36233ae97b02004b01349d7fb9
1066,1789484861.093411,46761.9253378,332,0,4c01000096c56c1d9404019cc7ec215e6e0d902e
1067,1789484861.0940979,46761.9260247,332,1,4c0101002635c3308e779ca778946803392342b8
1068,1789484861.0948968,46761.9268238,332,2,4c0102007bc21716504b099902004c01392342b8
1069,1789484861.1134365,46761.9453631,333,0,4d010000e6bf0204a70ccf9f57f1eb4c71b720fe
1070,1789484861.1140964,46761.9460233,333,1,4d010100be91576b455210dc1ca42240fe2f40f7
1071,1789484861.1148946,46761.9468213,333,2,4d0102003f54e49cbeba09e402004d01fe2f40f7
1072,1789484861.1334321,46761.9653589,334,0,4e010000a6b62336e71041a5fbacfc99025e6325
1073,1789484861.134112,46761.9660387,334,1,4e01010072265358c4218d9c8b3c2a6376868b4d
1074,1789484861.1348865,46761.9668131,334,2,4e010200eef05628c78389b402004e0176868b4d
1075,1789484861.1534111,46761.9853379,335,0,4f010000b0b07f1df3f52a40b6496c9e71eee4bc
1076,1789484861.154098,46761.9860246,335,1,4f01010040804a1c4412b80635898d04dc344953
1077,1789484861.1548712,46761.9867982,335,2,4f01020005e94720033be98202004f01dc344953
1078,1789484861.1734235,46762.0053505,336,0,5001000057a70b059efc4a6d57160ea0559e9e8c
1079,1789484861.174111,46762.0060376,336,1,50010100030d1489a96fd2159a975ec93dccd44a
1080,1789484861.1750076,46762.0069342,336,2,500102004d3c3767a00b59b2010050013dccd44a
1081,1789484861.1934156,46762.0253426,337,0,51010000969a934ea310f3b233b9237c268f53f5
1082,1789484861.1940916,46762.0260183,337,1,51010100241482d4949057375b5dbf0572f5e2c8
1083,1789484861.1948743,46762.0268012,337,2,5101020054733e83bd2e695f0000510172f5e2c8
1084,1789484861.2134333,46762.0453601,338,0,52010000b78ca314fc2dd34e6425d278298e1c31
1085,1789484861.2141027,46762.0460295,338,1,52010100f8319f543aac049dc637c9ae061cc176
1086,1789484861.2148876,46762.0468144,338,2,520102003a81b1a6d091e9fb00005201061cc176
1087,1789484861.233415,46762.0653417,339,0,530100005882cc469c3502445b55c6949d17be20
1088,1789484861.2341342,46762.0660611,339,1,53010100d655408a6b3c5cc0674632c96602dafb
1089,1789484861.2348993,46762.0668259,339,2,530102005e86d60c7c7be9fb000053016602dafb
1090,1789484861.2534146,46762.0853415,340,0,5401000024ad21b45e0013302421a2e8935432c6
1091,1789484861.2541063,46762.0860331,340,1,5401010086d2698299969301d3018b5cc42f9b94
1092,1789484861.2549067,46762.0868335,340,2,540102005c819cf4fc27316302005401c42f9b94
1093,1789484861.2734432,46762.10537,341,0,550100003cbbe304b176a524d558a4dad3fecceb
1094,1789484861.2740989,46762.1060257,341,1,5501010054c66c4abf62b628187da092ebbc8630
1095,1789484861.2749777,46762.1069047,341,2,55010200b24834cf8f93c98503005501ebbc8630
1096,1789484861.2934134,46762.1253403,342,0,560100001eb13d4a7cd7a8642b3c5ddc154757d0
1097,1789484861.2940705,46762.1259973,342,1,56010100cc2adc20ec3b903094f443e3b304ccf9
1098,1789484861.2948947,46762.1268213,342,2,56010200108f0a09f56de92302005601b304ccf9
1099,1789484861.313405,46762.1453316,343,0,570100001eb20c1a61184c617d8ea9755e50731c
1100,1789484861.3141007,46762.1460275,343,1,570101007edfa734087ff10087da3e334a626c92
1101,1789484861.3152547,46762.1471815,343,2,5701020005f77460c2d7e9fb020057014a626c92
1102,1789484861.333423,46762.1653497,344,0,580100001ab3475c14bedc53bba56522ba2c53e2
1103,1789484861.3341727,46762.1660995,344,1,5801010056f0a7fdd374d777c27e62e351527a67
1104,1789484861.3349204,46762.1668473,344,2,58010200605aa23fbf6369750100580151527a67
1105,1789484861.3534267,46762.1853535,345,0,5901000082b4407c45e8c7b7032d8abbc7a4438a
1106,1789484861.3541152,46762.1860421,345,1,590101005e9c4e4ea82d711e870c5738927b7317
1107,1789484861.354907,46762.186834,345,2,5901020052ce1b76e44f019b01005901927b7317
1108,1789484861.3734207,46762.2053476,346,0,5a010000d1b448057720ea94a22bf577d44526f1
1109,1789484861.3740876,46762.2060144,346,1,5a01010095674d45b297184d264e4aa6bbd4585e
1110,1789484861.3749993,46762.206926,346,2,5a010200d2d36b02073ddf9b01005a01bbd4585e
1111,1789484861.3934102,46762.225337,347,0,5b010000f2b440f87d1dc5c5de4ed2189a2d1a94
1112,1789484861.3941317,46762.2260585,347,1,5b010100565975d3771dc618cf5220049dab85f9
1113,1789484861.3948948,46762.2268215,347,2,5b010200258942be2f97e97501005b019dab85f9
1114,1789484861.413391,46762.2453177,348,0,5c01000000b43e20758fc8b8ea6cc80769a97104
1115,1789484861.4141114,46762.2460383,348,1,5c0101000e285ed4bf6ef693f569b8163fb72f87
1116,1789484861.4148998,46762.2468265,348,2,5c010200d76a8841bc94099501005c013fb72f87
1117,1789484861.4333923,46762.2653193,349,0,5d0100002ab5c40e3e5670bdd9ab2f2fe95b7d87
1118,1789484861.4341218,46762.2660486,349,1,5d0101002b3e521c4a3a48181f0819b8195ad9fe
1119,1789484861.4348817,46762.2668086,349,2,5d010200cb287add287be9fb01005d01195ad9fe
1120,1789484861.453432,46762.2853587,350,0,5e01000066ad1fcc2720d2414f80439926d13f05
1121,1789484861.454133,46762.2860598,350,1,5e0101008c747635431dd2577a5cac70c5802878
1122,1789484861.4616015,46762.2935283,350,2,5e010200d9f4bc3cf0a5e9db02005e01c5802878
1123,1789484861.4734573,46762.3053841,351,0,5f01000096bcc2f882b1f043258802a90265a6a5
1124,1789484861.4741583,46762.3060852,351,1,5f0101009ef0365d37050a73dc6d8dbaab8a7366
1125,1789484861.4749935,46762.3069203,351,2,5f0102000bea847d4a4d999404005f01ab8a7366
1126,1789484861.4934099,46762.3253367,352,0,6001000067b62218dde8936860e0ed831cfe9e82
1127,1789484861.494113,46762.3260397,352,1,60010100f467d6c0da38838404d587bf3eeffadd
1128,1789484861.4948978,46762.3268245,352,2,6001020067bd1db94081a9cc040060013eeffadd
1129,1789484861.5134048,46762.3453316,353,0,6101000080b11ce30c1cd95f0cfb561c5357fb04
1130,1789484861.514099,46762.3460256,353,1,610101009f76573549a47a829f9711c406231e06
1131,1789484861.5148723,46762.346799,353,2,6101020076133ba0b7c6e9d50100610106231e06
1132,1789484861.5334442,46762.3653709,354,0,62010000a2b28a285e08b4d6932f4f83ff8fbfa5
1133,1789484861.5341566,46762.3660833,354,1,620101007e0186be5d38b546d8102bc95102b3fb
1134,1789484861.5349069,46762.3668337,354,2,62010200c2712f2b90923981050062015102b3fb
1135,1789484861.553397,46762.3853238,355,0,630100005cb6ff005d809810d4331a5f546c0284
1136,1789484861.5541341,46762.3860609,355,1,63010100935d5cef460c025433ba11791f52c743
1137,1789484861.5548928,46762.3868196,355,2,630102006725580d0316a919040063011f52c743
1138,1789484861.5734267,46762.4053533,356,0,6401000082b99e2305568254457614245854d187
1139,1789484861.5741377,46762.4060643,356,1,640101009a11b2985c355bde10d05a6e7bfa4780
1140,1789484861.575008,46762.4069346,356,2,64010200527fad74f196e9db050064017bfa4780
1141,1789484861.5935318,46762.4254585,357,0,6501000016b67abb0bbd9b3702cd3c102b50ae0f
1142,1789484861.5942101,46762.4261368,357,1,6501010093d3bed516108111d2850a72ad7a4d87
