source_line,unix_time,monotonic,group_sequence_le,fragment_le,att_value_hex
138,1789484797.2607443,46698.0926712,26,0,1a000000966be6c4020555cd9f0778428755a708
139,1789484797.2614257,46698.0933523,26,1,1a000100422596979ee9a627cb7dd4ce7776cc22
140,1789484797.2622433,46698.0941701,26,2,1a0002005735b56fa6fae90f00001a007776cc22
141,1789484797.2807734,46698.1127003,27,0,1b000000567d846070aefc027a2721c4249d7efa
142,1789484797.2814505,46698.1133773,27,1,1b000100af8bfa5062175ce29a56718a35fe6d00
143,1789484797.2822456,46698.1141724,27,2,1b000200222f061cb5c6e9fb00001b0035fe6d00
144,1789484797.3007936,46698.1327204,28,0,1c000000a0b802277c4845accc9cb0563b231d8c
145,1789484797.3014412,46698.1333681,28,1,1c000100373a327263daee0e274ae4ac2b959076
146,1789484797.3022313,46698.1341582,28,2,1c000200dcd0a6a5875de90c03001c002b959076
147,1789484797.3207355,46698.1526623,29,0,1d000000a6c0e6772f0113492e3ba381c702f3ee
148,1789484797.3214426,46698.1533692,29,1,1d00010043da35b06a1bdb2cd59e79f63c940718
149,1789484797.322214,46698.1541405,29,2,1d0002001521016c68de9df103001d003c940718
150,1789484797.3407476,46698.1726743,30,0,1e000000b4c674601dc6432dbfd37cf1167e5673
151,1789484797.3414857,46698.1734125,30,1,1e00010082931e74d8ba14dab782c76110ae9cf3
152,1789484797.342229,46698.1741559,30,2,1e0002008b453ec01d47613f05001e0010ae9cf3
153,1789484797.3607962,46698.192723,31,0,1f0000005bd0d5cb982fe62593cc45d2c017560f
154,1789484797.361469,46698.1933958,31,1,1f0001009fd75447a2218643158d06dafabc7e75
155,1789484797.3622491,46698.194176,31,2,1f000200c645e4053818011705001f00fabc7e75
156,1789484797.3807485,46698.2126753,32,0,20000000aace8ef5a6e8ac89d46eaf5f49352194
157,1789484797.3814626,46698.2133894,32,1,20000100d1b00d63de6ed7619e61ab78345e262b
158,1789484797.382255,46698.214182,32,2,2000020012b2771f1b35560f05002000345e262b
159,1789484797.4007568,46698.2326836,33,0,21000000ced02536f226a3355eed5de50b528c05
160,1789484797.4014528,46698.2333797,33,1,2100010098d963ad1b4e55b2d9e5afc29684bea8
161,1789484797.4022303,46698.234157,33,2,210002005086076f1556e9c3050021009684bea8
162,1789484797.4207811,46698.2527079,34,0,220000003acd4c06360c4eb8c886e255341f1452
163,1789484797.4214694,46698.2533963,34,1,22000100dec0438a820a0b84260c12a4949d57e4
164,1789484797.4222536,46698.2541804,34,2,22000200f80ee727a27ee9fb05002200949d57e4
165,1789484797.4407403,46698.2726672,35,0,230000008ed0c222b20a0abf3f084fb39504c71e
166,1789484797.44144,46698.2733669,35,1,2300010087dd4687afe985729016d273e942646f
167,1789484797.4422755,46698.2742025,35,2,23000200b298e5af6a2c29d405002300e942646f
168,1789484797.4607816,46698.2927083,36,0,24000000a6ced34d56443ad5004cd8817ae5428d
169,1789484797.4614723,46698.293399,36,1,2400010027e93fd05f2fce85291f25295ab299ac
170,1789484797.462227,46698.294154,36,2,240002004f90eab05880e501060024005ab299ac
171,1789484797.4807892,46698.3127161,37,0,25000000a6d6ce24241718721a297ff8bbae3d53
172,1789484797.4814792,46698.3134059,37,1,25000100e20de360458dcd2be7d9e02c167ca5ab
173,1789484797.4822376,46698.3141644,37,2,25000200445353252c1df1d806002500167ca5ab
174,1789484797.500778,46698.3327049,38,0,2600000016d782747b73444878f9180c48633af6
175,1789484797.501444,46698.3333709,38,1,260001006f504117e934faabba1676fa5ae66430
176,1789484797.5022347,46698.3341615,38,2,26000200cd4c1335bb0c6961060026005ae66430
177,1789484797.5207598,46698.3526865,39,0,2700000095cd0348c58f6a01e5239865453a4c33
178,1789484797.5214531,46698.3533798,39,1,27000100836fa009167a14ff57975ae72b122aaf
179,1789484797.5222437,46698.3541707,39,2,2700020043f8ef7c611c695c040027002b122aaf
180,1789484797.5407605,46698.3726875,40,0,2800000011c49cb73525dd758b0206259551c00a
181,1789484797.5414352,46698.373362,40,1,28000100f832bbce6a6fb3cc8a249fbfea29091b
182,1789484797.5422451,46698.3741718,40,2,28000200e95dafec63de41fb04002800ea29091b
183,1789484797.560765,46698.3926917,41,0,2900000012bc621e9c65c6d0d0df17ab8eecea83
184,1789484797.5614502,46698.393377,41,1,29000100e11e85d791f78804612a14f2e941ea91
185,1789484797.5622416,46698.3941683,41,2,29000200ed037a569046295502002900e941ea91
186,1789484797.5807374,46698.4126641,42,0,2a00000001b49c387c465e96bf63fe3e7826bddf
187,1789484797.581481,46698.4134078,42,1,2a00010094f71c0cc54b241b0be55064bcd51d98
188,1789484797.5822513,46698.414178,42,2,2a0002001e2ae1a95b1be9fb01002a00bcd51d98
189,1789484797.6007683,46698.4326951,43,0,2b000000169e1008da440794100c442f304120e1
190,1789484797.6014473,46698.4333743,43,1,2b000100f799bcc2c44ba7cf0244d81d8f420d02
191,1789484797.602269,46698.4341957,43,2,2b000200d42574add7879f3c01002b008f420d02
192,1789484797.620764,46698.4526906,44,0,2c000000d59e95c04e2d675e0c415a0bb3e5f91b
193,1789484797.6214533,46698.45338,44,1,2c000100c3964b2c0276d6310809409a3d0f5be6
194,1789484797.6222486,46698.4541755,44,2,2c00020049e10f6c4585ddc101002c003d0f5be6
195,1789484797.6407435,46698.4726701,45,0,2d000000dc9eb410570e0517ed2aeecc9eaa3f5d
196,1789484797.6414533,46698.4733802,45,1,2d000100e2662afe5e01df3d42b413619e7c1d38
197,1789484797.642244,46698.474171,45,2,2d00020022c26a743497e92301002d009e7c1d38
198,1789484797.6607575,46698.4926843,46,0,2e0000005893060ac83bb5b6b3d1dad72bbf3b7b
199,1789484797.6614852,46698.4934122,46,1,2e000100d250c200c8810801d5ddbe294b944bc3
200,1789484797.6622694,46698.4941962,46,2,2e000200710416374736e91300002e004b944bc3
201,1789484797.6807964,46698.5127231,47,0,2f00000053a49d1c4125522474b1906840c3f484
202,1789484797.6814752,46698.5134019,47,1,2f0001004bf75e2472e5872a245fe353c26863c2
203,1789484797.6823375,46698.5142645,47,2,2f0002009b9615c642c5694700002f00c26863c2
204,1789484797.700759,46698.5326858,48,0,30000000d3a40b2116bebc82a630f7624f7502d2
205,1789484797.701454,46698.5333804,48,1,3000010054d2b22cf445c32d263d8b35e9907ea9
206,1789484797.7022514,46698.5341784,48,2,300002003c57a0ce1f08296d01003000e9907ea9
207,1789484797.7307928,46698.5627196,49,0,31000000b3ac0587129065a5c1a43031189640ec
208,1789484797.7314525,46698.5633792,49,1,31000100a04c7320bd8a1d0e003738ed747118cc
209,1789484797.7322567,46698.5641835,49,2,31000200c22c45fcd04b9d5603003100747118cc
210,1789484797.7407625,46698.5726892,50,0,3200000033c48088f9085e22061f1702b2371006
211,1789484797.741457,46698.5733838,50,1,320001001068dbabfed70504d29e70daf414717b
212,1789484797.7422507,46698.5741774,50,2,32000200720629d8a39a697004003200f414717b
213,1789484797.7707508,46698.6026774,51,0,3300000079cb5b7e800d175cdc8b841e4d5126b7
214,1789484797.771453,46698.6033798,51,1,33000100aa954d74b1303993b26627877cc62816
